Uniprot.ID,V_log2.i._TMT_1,V_log2.i._TMT_3,V_log2.i._TMT_5,V_log2.i._TMT_7,V_log2.i._TMT_9,D_log2.i._TMT_2,D_log2.i._TMT_4,D_log2.i._TMT_6,D_log2.i._TMT_8,D_log2.i._TMT_10
Q13627,21.95027147,21.9413028,21.9730099,22.04016673,21.95119611,22.88525094,22.92414337,22.87253979,22.9074984,22.83952353
Q9BRS2,22.69493435,22.68956904,22.75412656,22.72084161,22.68044297,23.2025496,23.16090233,23.17456088,23.09289175,23.09002275
P49336,19.08560218,19.33682477,19.4403283,19.39783065,19.11969203,20.23988225,20.30489996,20.23423002,20.10075149,20.17847603
P50750,20.42490983,20.39025051,20.34242245,20.2433066,20.22934643,20.79914057,20.93140633,20.76099596,20.79014333,21.03066607
Q9Y6M4,19.03126516,18.95908856,18.96019189,18.93715696,18.85208676,19.23939561,19.32631408,19.27985438,19.3015694,19.27540652
P49137,21.76411777,21.77316557,21.68485457,21.62563258,21.62693988,21.90719265,21.94438724,21.84221113,21.89369394,22.0521254
O75676,21.53750647,21.45302402,21.49941177,21.46225809,21.4646281,21.30179132,21.24476149,21.36695635,21.34110405,21.12445242
Q96SB4,22.83017057,23.03116906,22.93564129,22.71008501,22.60954238,23.13259948,23.36576761,23.15426579,23.12487885,23.41550049
P17252,18.62832705,18.77644913,18.63732797,18.40407585,18.41639388,18.90623666,19.01832221,18.85131263,18.75788432,19.19281707
P78362,20.07896541,20.18969485,20.10373478,20.00392082,19.85659587,20.28137983,20.44176478,20.23664312,20.21700547,20.46209612
Q99986,20.19707821,20.40687109,20.35490415,19.90561938,19.89920547,20.51437866,20.76099596,20.61609198,20.48500245,20.83085561
P78527,24.71286816,24.8766261,24.8491281,24.70446062,24.65485665,24.90618212,25.04009098,24.9488989,24.92413728,25.11387082
P48729,19.26631278,19.47546669,19.49124477,19.2941176,19.12284839,19.66000174,19.87934472,19.72997106,19.51289026,19.81840741
Q96KB5,23.22646515,23.40288236,23.31134939,23.22997198,23.16410538,23.41707876,23.48749444,23.38851349,23.38565168,23.45447134
P41240,21.06321602,21.18905836,21.18839408,21.15454241,20.94676071,21.28094161,21.34952806,21.25410749,21.28094161,21.41028426
Q6P3R8,21.29176114,21.37415356,21.32398065,21.37506107,21.32345988,21.25766241,21.19670579,21.25958896,21.20809415,21.06439634
P19784,21.88263253,21.91850332,21.90111956,21.80339746,21.80339746,21.9730099,22.1030384,21.94908577,21.9613918,22.05882829
P10398,19.59820756,19.70435626,19.61685999,19.55899333,19.41764085,19.77282633,19.76958729,19.69500611,19.72271383,19.85045975
O14578,19.32331391,19.1554095,19.16494864,19.14716038,19.14249445,19.37472522,19.32095965,19.28208904,19.32095965,19.37856174
Q9P2K8,18.96374588,18.88680476,18.91878037,18.78408922,18.74058329,19.02276811,19.07184786,18.9744657,19.11767155,19.05126497
Q9H792,18.75122504,18.79173724,18.84714862,18.80433163,18.88331355,18.6888718,18.50905904,18.65713545,18.75122504,18.44076615
Q00535,20.73723523,20.82459764,20.75284262,20.70902012,20.59655188,20.91205048,20.9439199,20.84801025,20.83914421,20.93045578
Q16512,22.2681321,22.37339958,22.38117698,22.28339332,22.11264385,22.49835225,22.59244125,22.42009824,22.42316309,22.6022637
Q9BVS4,21.71189194,21.85981342,21.76411777,21.66291446,21.67316164,21.83774643,21.94908577,21.82548733,21.84919357,21.96364588
P49674,15.89070985,16.17645453,16.15444895,15.93999043,15.79917975,16.43376661,16.25149862,16.42225033,16.08526765,16.32174829
P05771,23.65797846,23.76086929,23.76511834,23.7109899,23.49813688,23.9126365,23.94174365,23.84633405,23.76344968,23.95135351
P25098,20.8869385,21.02941013,20.9235041,20.847122,20.73845578,21.14186227,21.17666063,21.00989562,20.99416652,21.2238634
Q99570,20.49621548,20.44301056,20.43621953,20.42160073,20.30949887,20.56577805,20.65485386,20.58859552,20.47669835,20.61860483
O15021,19.49322124,19.45821069,19.40541037,19.53807923,19.68884986,19.37633335,19.27341476,19.36649678,19.39006243,19.30554133
Q9UIG0,23.69600853,23.84759655,23.69446083,23.55039221,23.58964548,23.7403632,23.93076438,23.77551387,23.83642011,24.04710647
Q9H2G2,23.39305954,23.52697471,23.52744105,23.456697,23.29581075,23.60011191,23.63985875,23.57906563,23.50746671,23.66151438
O14920,20.09082369,20.04741791,20.04910478,19.91687258,19.82981488,20.13019563,20.19427506,20.03011265,20.12751927,20.15741698
Q5VT25,18.77468716,18.91148814,18.80653197,18.62146185,18.71340995,18.81378574,18.95908856,18.87293458,18.87293458,19.00316375
Q13177,27.20497324,27.18474577,27.14781987,27.15814809,27.21226062,27.10266813,27.0986841,27.121845,27.0986841,27.02308677
O00418,20.76919712,20.75677794,20.7305931,20.75841361,20.71027048,20.83753844,20.9549647,20.82924202,20.82924202,20.9418226
Q96S44,23.76941271,23.79441265,23.73156789,23.73402219,23.80205048,23.72014691,23.70317039,23.6560554,23.65017603,23.62328534
P07947,22.72946489,22.74643401,22.77331352,22.76093384,22.70734932,22.83321219,22.88642554,22.79104623,22.79552231,22.85455011
O95747,24.0435391,24.09859329,24.04951782,24.00862821,23.91376671,24.14264582,24.17445818,24.09799371,24.14163318,24.15739984
P21675,18.64876284,18.63385198,18.64876284,18.61534282,18.61294807,18.53399384,18.48112421,18.5502155,18.45343239,18.49075433
Q9H2K8,21.536528,21.56783871,21.61861612,21.48718941,21.55210454,21.63967998,21.71073511,21.68485457,21.59962246,21.77149185
Q8TD08,23.64133692,23.50863542,23.48107858,23.55778539,23.65309007,23.51170209,23.39637943,23.42458081,23.40797105,23.45543764
Q05397,22.59417754,22.65338173,22.61567317,22.54303325,22.70308109,22.44797188,22.45945423,22.56501672,22.53535716,22.51747308
Q13464,22.491061,22.55664548,22.54784675,22.52189341,22.43237997,22.66100614,22.66267135,22.58314731,22.55506964,22.66959002
P53350,21.66928375,21.75177118,21.7585811,21.79644541,21.67051337,21.71770129,21.98118563,21.88527151,21.85125956,21.86161418
Q96PY6,20.13019563,20.03976821,20.03216126,19.95152812,20.14266531,19.95821085,19.92306116,19.9422815,19.93945846,19.82981488
Q15831,21.93083596,21.91766956,21.97203384,21.9038406,22.01384761,21.88418855,21.84019165,21.8925045,21.88830392,21.76320853
Q8WZ42,22.86836622,22.95660405,22.9169064,22.88525094,22.90582179,22.74065201,22.66592,22.75280375,22.96079043,22.69092421
O75116,23.15426579,23.18722705,23.18851632,23.14694805,23.06753885,23.26591418,23.27334353,23.20820549,23.19457001,23.23512581
Q13188,21.98693857,22.00952032,22.00876887,22.03504761,22.01073211,21.9632578,21.97928741,21.98067819,21.92088,21.87899073
P27361,19.39280608,19.4315432,19.30554133,19.42777234,19.43264581,19.46983893,19.46722523,19.42548679,19.5633369,19.54759179
P51956,20.65143264,20.70706689,20.67088797,20.66329398,20.74094111,20.60290685,20.6498069,20.6117317,20.6373241,20.59561675
Q8IV63,19.38896385,19.27837667,19.28208904,19.24828811,19.28208904,19.2315391,19.25825159,19.20507971,19.16494864,19.18909725
P50613,23.59710918,23.49007157,23.46691954,23.51302011,23.56881638,23.43522989,23.44268286,23.4461208,23.49007157,23.45838801
P23443,19.47431072,19.50261136,19.55288301,19.47546669,19.42912406,19.63019322,19.74490705,19.58619663,19.47431072,19.63249253
Q9UHD2,17.44106297,17.57055629,17.64618458,17.59038052,17.51636689,17.72102226,17.66955112,17.67948855,17.55329196,17.80677694
Q8IVT5,20.40451869,20.4260332,20.33931218,20.28081792,20.25300214,20.48090061,20.53581676,20.36296398,20.42490983,20.56950891
Q08345,21.02342734,21.16363602,21.14114327,21.02724331,20.85995776,21.23006783,21.38841258,21.17857849,21.12893638,21.23358474
Q02750,23.69600853,23.80554252,23.79306234,23.7403632,23.63825839,23.86436446,23.92095481,23.88200317,23.72692129,23.92769742
P00519,21.06635754,21.11328991,20.98311495,21.02941013,20.96712165,21.13446673,21.1389688,21.03790183,21.0924157,21.13547687
Q9Y6E0,23.20626718,23.21455369,23.17456088,23.12611417,23.11832101,23.26711351,23.23163863,23.20714793,23.16320199,23.36320527
Q96KG9,19.38744214,19.37994744,19.52672016,19.33303418,19.37114039,19.44636102,19.47431072,19.53104465,19.48752053,19.47771992
Q16659,20.36296398,20.31053739,20.24470488,20.20068079,20.33450617,20.26141728,20.17847603,20.18627797,20.16378428,20.12394764
Q05823,18.36963675,18.33887361,18.34897429,18.37156237,17.98410842,18.44750751,18.46482134,18.40407585,18.41490676,18.50905904
P51812,22.72507953,22.84472019,22.80920962,22.75412656,22.52416012,22.91830534,22.94291141,22.86641774,22.78273123,22.92033741
Q96S38,20.37388001,20.37815501,20.3950685,20.53005497,20.46209612,20.39913595,20.26283189,20.43298318,20.2835318,20.30236694
Q13555,18.34513356,18.35471365,18.29901707,18.19068949,18.18676458,18.46725156,18.47744982,18.25866258,18.43790428,18.40701669
Q8TD19,22.95817056,23.02694829,23.04622579,23.05326967,22.97637003,23.01988552,23.09722825,23.09468822,23.06372234,23.10015742
Q9UHY1,23.47610809,23.54198795,23.54085315,23.57906563,23.41707876,23.49651356,23.45146065,23.47774786,23.35069483,23.40175205
Q7L7X3,22.11784926,22.02590975,22.06326957,22.06609202,22.12340405,22.205302,22.19493624,22.18286076,22.07494974,22.22265328
O15111,19.67834835,19.63019322,19.69292782,19.70742877,19.47234838,19.73909134,19.80461559,19.69770299,19.70218527,19.80461559
Q9Y2K2,19.97049766,19.89656849,20.03631323,20.17738332,20.09082369,19.96516972,19.77282633,20.00180359,19.93807492,19.85659587
P53004,23.60919876,23.65797846,23.63094777,23.5800844,23.36363956,23.70976543,23.81060162,23.70649181,23.58591247,23.72320063
Q9BQI3,20.22372403,20.27188749,20.26283189,20.30711254,20.25574159,20.1954934,20.18208636,20.25746311,20.2433066,20.13955512
P15056,19.95152812,19.84478649,19.87934472,19.91312857,19.96335919,19.77517084,19.94736013,19.85533888,19.84255927,19.64526203
Q9NWZ3,19.52197647,19.53568973,19.43509275,19.47431072,19.40541037,19.50696412,19.56034901,19.49532231,19.63019322,19.55562017
O14976,21.82176224,21.73833903,21.79172085,21.81874843,21.89557232,21.71935531,21.70334286,21.79134263,21.73833903,21.7157767
Q06187,19.07184786,19.0274499,19.229286,19.2315391,18.82847546,19.26270169,19.37994744,19.25160152,19.23775858,19.32892653
P51617,18.42777207,18.61534282,18.40407585,18.45659191,18.17526268,18.58055102,18.69867394,18.4359602,18.58885192,18.58885192
P19525,19.52506622,19.63945162,19.56711211,19.71158586,19.54332676,19.68214245,19.73909134,19.69090907,19.73909134,19.80869305
Q7RTN6,21.93818948,21.76411777,21.83136725,21.92421265,21.87631888,21.79038516,21.76713581,21.83405228,21.8270878,21.77518644
O14730,21.31167327,21.36797405,21.35258653,21.34389886,21.26576982,21.40210433,21.39373606,21.36865484,21.39373606,21.38451353
Q16644,18.98913433,19.05841668,19.17037804,18.98913433,18.77876394,19.19281707,19.16866031,19.1309748,19.04596931,19.1725053
Q7Z7A4,18.73274543,18.70169884,18.7625898,18.77876394,18.7473844,18.77184503,18.73053625,18.87537359,18.88331355,18.85508763
O95819,20.61994662,20.56390123,20.48985278,20.55065301,20.64015591,20.60850394,20.63913485,20.53460552,20.69666364,20.71192281
P68400,24.28655272,24.33754859,24.31210574,24.32681826,24.3858509,24.2500308,24.28306731,24.30921428,24.31381203,24.28563398
Q14289,17.99904356,17.92723995,18.04066243,18.27186762,18.09000968,18.02111727,17.86161329,18.09542452,17.919683,17.87984899
P36507,22.1289625,22.19042414,22.1497064,22.09267126,21.87177997,22.26084394,22.2504137,22.1668856,22.13328011,22.18201483
O43353,21.44702016,21.52964135,21.51460163,21.55661367,21.63208075,21.45408055,21.41828842,21.46065134,21.57145974,21.44068544
Q6P0Q8,19.5633369,19.42548679,19.46983893,19.58619663,19.64635897,19.4143756,19.40220062,19.36891242,19.51499639,19.34672283
Q9NYV4,24.2597472,24.26984589,24.21184848,24.298269,24.25072343,24.31950868,24.32518448,24.28842716,24.27264074,24.3360474
P42684,19.30650418,19.25424505,19.19825528,19.17037804,19.37472522,19.19444179,19.1951909,19.22568933,19.18482788,19.14041874
Q00536,20.89970768,20.85876924,20.90450064,20.90058179,20.91205048,20.81443973,20.89329772,20.88412156,20.81098575,20.8188531
Q9NSY1,22.22958602,22.18904617,22.20382817,22.19800097,22.26903988,22.19988356,22.1803985,22.15701679,22.19042414,22.18555465
Q16539,20.0979626,20.23128625,20.22785906,20.22209813,20.15603053,20.2835318,20.31813193,20.25300214,20.22372403,20.25574159
Q9H4A3,24.84019976,24.84259726,24.90618212,24.90964443,24.90056508,24.87177265,24.79961034,24.85420107,24.82215335,24.81140288
Q13523,22.94840477,22.98600883,22.95946291,22.95209442,22.89418913,23.03826005,23.09154337,23.03667189,22.93101524,23.04968872
Q9NYL2,22.02271971,22.02448462,22.04016673,22.09957296,22.02335959,22.08213302,22.08213302,22.11354811,22.05751922,22.14319243
Q05655,24.02856305,23.9721688,23.96297654,23.98417511,24.03390015,23.95932553,23.96983249,24.0071795,23.94327494,23.91740752
Q14012,17.3044339,17.55329196,17.40856934,17.45150639,17.46742767,17.33892152,17.33486327,17.3044339,17.5303943,17.15440152
Q15418,21.03066607,21.15854121,21.22751354,21.11907787,21.0334311,21.16018732,21.29914514,21.2847248,21.14395776,21.270524
O15530,20.69277942,20.74375466,20.73575414,20.67923825,20.53235839,20.73575414,20.79283517,20.75284262,20.6558069,20.80753738
Q8NI60,21.04375963,21.047149,21.0388994,21.19248119,21.24566213,20.88323334,20.81814233,21.12893638,21.05514745,21.03466645
O14874,19.86799499,19.79751172,19.94355097,19.95253221,19.9146822,19.81661621,19.78225641,19.86306345,19.90322719,19.88679094
P53778,18.99999691,18.69491403,18.80433163,18.89591088,18.87850727,18.92427436,18.75306332,18.79507353,18.6888718,18.75122504
Q13263,27.82361987,27.92261701,27.90921209,27.86128509,27.73470735,27.95503761,27.97805051,27.87358653,27.86128509,27.92261701
Q9UKI8,18.84714862,18.74058329,18.84193146,18.95908856,18.89821615,18.77876394,18.86211235,18.64876284,18.76809579,18.87850727
O14733,16.98794016,17.00371443,17.00371443,16.70891579,17.01103638,17.13040296,17.13040296,16.92101,17.08036546,17.08036546
P49840,20.51014484,20.61050784,20.55494015,20.58244174,20.55065301,20.63198448,20.59655188,20.62721173,20.5457305,20.6558069
P24941,24.22146831,24.21959314,24.2376483,24.30185944,24.27460044,24.21455565,24.19777826,24.26215556,24.20117738,24.23058218
Q14004,19.40360947,19.32331391,19.39280608,19.32331391,19.40360947,19.35525924,19.3399105,19.33682477,19.28208904,19.3829572
Q9P289,22.51193448,22.62014646,22.63827552,22.60508654,22.5094426,22.67577494,22.63053052,22.62117034,22.5575009,22.66592
Q00534,24.51253704,24.49715286,24.52703463,24.53349941,24.54803637,24.50624425,24.49124162,24.53520226,24.47746306,24.48513541
Q01974,20.10657581,20.17847603,20.0773864,20.09667635,19.95879725,20.1768945,20.15441641,20.0781759,20.08028366,20.18340442
P06493,24.49124162,24.53349941,24.47746306,24.48938653,24.43468535,24.51661279,24.54953983,24.47172738,24.54050579,24.53349941
Q9UPN9,23.59842314,23.68867395,23.70976543,23.68588805,23.58807626,23.70827832,23.73057725,23.72467849,23.6288131,23.67507786
P31749,19.91848395,19.97472707,19.91042818,19.91192329,19.78782671,20.00078559,20.0246953,19.98495955,19.84634968,19.95762445
P15735,19.20897796,19.46579354,19.2941176,19.39006243,19.27696906,19.43509275,19.44143309,19.34526368,19.3399105,19.39983463
P33981,19.8070984,19.79132533,19.76200303,19.69090907,19.61811396,19.79375984,19.80567982,19.77138724,19.68629567,19.83158351
Q96RG2,21.71668854,21.69185737,21.69993278,21.7157767,21.66620885,21.70604873,21.7218413,21.68182481,21.67753141,21.59125522
O14757,22.58726667,22.54561649,22.56098634,22.5778122,22.60326391,22.59803791,22.54369215,22.56803738,22.51851388,22.58168699
P12931,19.34358123,19.36240108,19.47894839,19.61811396,20.0566256,19.30431135,19.20347328,19.49719881,19.39442579,19.37313633
P31751,22.51630099,22.55085563,22.52621953,22.6013434,22.49970977,22.56283582,22.58502521,22.52080882,22.46611477,22.50609364
O60885,24.76386311,24.78237492,24.79143652,24.76453062,24.73822145,24.78047719,24.76519813,24.76519813,24.75576405,24.70598169
Q96GX5,18.64318973,18.67583956,18.71106584,18.55778585,18.58885192,18.56518619,18.63732797,18.63898796,18.62146185,18.51951044
O95835,21.2238634,21.10033592,21.06864692,21.14835561,21.3051236,21.12580696,20.98571986,21.1117895,21.25545643,21.00133093
O96017,19.74358372,19.84255927,19.78782671,19.81840741,19.65312353,19.79751172,19.83158351,19.81158705,19.6222989,19.66000174
Q9BZL6,16.73174813,17.34503964,17.58409305,17.20012967,17.37194587,17.47299218,17.28048536,17.68452405,16.98794016,17.39386736
Q96RR4,18.31920933,18.5502155,18.33031383,18.26357239,18.45343239,18.36963675,18.40186034,18.35851855,18.27186762,18.28069288
P25440,19.94355097,19.72997106,19.79883148,19.77138724,19.81039912,19.81348411,19.84118117,19.7550395,19.64861012,19.80056084
P17612,23.09887622,23.12962201,23.1272946,23.06372234,23.03826005,23.08649559,23.21187773,23.17847399,23.07125603,23.10397294
P22694,15.91672054,15.96183411,15.69239723,16.01393726,16.12302104,16.08526765,16.04139324,15.98009228,16.01393726,15.93999043
Q86UE8,22.10209437,22.06609202,22.16172078,22.06687571,22.05307445,22.12444056,22.14900837,22.12186446,22.09957296,22.10621999
O43683,21.28261965,21.16103326,21.15326097,21.207201,21.28945124,21.19903328,21.20809415,21.15390169,21.25897855,21.27824365
Q8IWU2,19.98495955,20.03011265,20.00078559,20.04147088,20.02689244,19.98495955,19.92604886,19.93488405,20.05482198,19.94486763
P41743,23.10621362,23.10521149,23.10015742,23.12364042,23.16539538,23.17847399,23.15211862,23.14694805,23.09638999,23.1835186
Q13308,19.11291353,19.06682826,19.00961133,19.04596931,19.08348083,19.04596931,19.00640895,18.98016667,19.14583894,18.96129523
Q6P3W7,22.80722922,22.77125486,22.79757719,22.77125486,22.78176192,22.79230581,22.80394999,22.79621754,22.72878429,22.79757719
Q32MK0,18.10976727,18.14024131,18.37156237,18.33887361,18.28069288,18.39175328,18.21376873,18.20334232,18.37920351,18.27186762
Q15746,22.43455678,22.41505962,22.59524729,22.57291991,22.29765951,22.54369215,22.54157735,22.53432134,22.5199549,22.48567291
Q13418,20.44454294,20.46804749,20.59372459,20.552192,20.53460552,20.50116318,20.48090061,20.47000306,20.56577805,20.45602127
P11274,21.9123969,21.88418855,21.90932769,21.95381582,21.9613918,21.88173547,21.90719265,21.93818948,21.9949725,21.92937831
P11802,20.22524937,20.1885654,20.24803603,20.25300214,20.20247351,20.17133696,20.21295978,20.19707821,20.19427506,20.29071507
P21127,23.43787744,23.50494658,23.55890578,23.53687908,23.37967641,23.57182123,23.51592208,23.52744105,23.43522989,23.53967462
O14965,20.41789911,20.31391434,20.37815501,20.46902528,20.58356767,20.32730852,20.3570988,20.46209612,20.50906432,20.42817043
Q13164,15.44492139,15.42343984,15.50429058,15.74230591,15.42343984,15.50429058,15.32546124,15.93999043,15.08217293,15.5668211
Q13131,22.0521254,22.1147676,22.12629754,22.11152098,22.07249783,22.08922631,22.14623914,22.07777749,21.95027147,22.09378341
O60566,23.77060537,23.78601582,23.7997083,23.826787,23.76941271,23.85573694,23.76344968,23.78207172,23.77141829,23.76207931
P28482,27.65480511,27.56507217,27.56507217,27.62595753,27.70465711,27.61138714,27.61138714,27.62595753,27.63529816,27.64430834
Q13546,23.13112715,23.12364042,23.11667068,23.10784423,23.06588537,23.09002275,23.11100135,23.11667068,23.08223169,23.08399166
O15164,22.17513149,22.21303318,22.26633608,22.24172381,22.15874316,22.25414772,22.2195199,22.205302,22.19363048,22.17715804
O43318,23.36196895,23.34786751,23.3439962,23.35915035,23.37309615,23.35512526,23.35069483,23.35915035,23.34698731,23.34698731
Q9Y5P4,24.12901578,24.16326538,24.13472752,24.12155641,24.14072561,24.14767754,24.1711708,24.11887853,24.08944478,24.1776413
P42345,18.09242422,18.12740356,18.05635394,18.1172526,17.9302705,18.07736105,18.04066243,18.06443806,18.02628371,18.02628371
Q13043,21.34389886,21.30771926,21.40369758,21.42195015,21.17510602,21.38451353,21.40210433,21.33026131,21.28432882,21.285421
P49841,17.33486327,17.43199475,17.35142659,17.28048536,17.53964267,17.35142659,17.32721263,17.55329196,17.39028209,17.45807386
Q9Y4A5,18.88945401,18.57182488,18.61534282,18.77644913,18.75443566,18.65124691,18.64318973,18.75306332,18.71106584,18.72268367
Q8N4C8,18.08548945,18.05999737,18.01393929,17.99591629,18.09242422,18.18258439,18.02111727,18.05817565,18.04066243,17.98633708
Q9Y6R4,19.86147272,19.96516972,20.03836608,19.90898627,19.78065022,20.0516388,19.86543459,19.94486763,19.81661621,19.90898627
Q96J92,20.68222404,20.59372459,20.61280151,20.70706689,20.69725623,20.6117317,20.6255069,20.56810232,20.66622195,20.64302585
P48449,24.11586656,24.00601599,24.00045471,24.11170699,24.09799371,24.32371823,24.33110034,24.31381203,24.34116548,24.36376755
Q03169,19.94736013,19.9309397,19.87672212,19.94486763,19.92039265,19.47431072,19.44911367,19.44636102,19.40541037,19.38444087
P61962,22.85455011,22.80639355,22.84145177,22.83657146,22.88525094,23.06753885,23.01446393,23.05779266,23.02135695,23.05664805
Q96B01,19.10601605,19.11767155,19.16023936,19.05766714,19.10476383,18.86211235,18.83097045,18.86758864,18.83097045,18.66605846
Q13885,24.4094565,24.50390336,24.47172738,24.61058535,24.43856382,24.84137105,24.78237492,24.69605628,24.70215881,24.80852535
Q92820,24.61781562,24.59836192,24.59076853,24.64401493,24.65710571,24.47523918,24.43468535,24.45465961,24.45020436,24.32371823
Q9H446,23.497463,23.53967462,23.50746671,23.52888197,23.54393863,23.39637943,23.29581075,23.34786751,23.29581075,23.18722705
Q9UNX4,18.35471365,18.4359602,18.38983646,18.22362857,18.29901707,18.60704202,18.75122504,18.70454847,18.60263487,18.83901492
Q96DI7,23.16090233,23.20529442,23.14186376,23.14075102,23.11100135,23.40455744,23.40797105,23.30173064,23.28370274,23.41707876
Q9NY12,22.57656223,22.63545069,22.49970977,22.44304184,22.44686862,22.73093219,22.86366498,22.74443893,22.80131735,22.98780433
O76080,18.87537359,18.78652425,18.88945401,18.83665112,18.93916137,18.65448016,18.69491403,18.66744067,18.62832705,18.54440838
Q9UKB3,24.3360474,24.26036585,24.26215556,24.28842716,24.30307228,24.11991308,24.0435391,24.13841883,24.09799371,23.96441027
Q9H6R4,20.72390869,20.86771819,20.77335147,20.66169521,20.71649087,20.98188916,21.09579282,20.92636113,21.12580696,21.25153867
P46782,25.08667542,25.10516634,25.05418,24.94672741,25.02870945,25.20206659,25.28011075,25.2834513,25.38008215,25.51016602
Q8WXD2,19.11969203,19.12946043,19.07803439,18.92736848,19.08560218,18.84520362,18.81157052,18.83097045,18.82847546,18.75306332
Q9Y3Y2,21.03588,21.0593017,20.94013885,20.9323577,20.87020631,21.179676,21.32074347,21.19670579,21.26750801,21.4676617
Q9UBP0,20.30112285,20.50798379,20.3052744,20.23988225,20.09211959,20.67739975,20.77684023,20.56577805,20.67088797,20.90946519
P42696,20.80187101,20.95373831,20.88412156,20.73723523,20.73575414,21.06635754,21.11088227,21.05874806,21.11907787,21.29834983
Q92547,21.46225809,21.37050539,21.41663139,21.38783476,21.37415356,21.18335503,21.23196799,21.29493268,21.15224847,21.04178177
P62917,24.65036442,24.87177265,24.72014577,24.45565066,24.30541388,25.05915448,25.30633902,25.04965685,25.06620922,25.47881535
P51991,24.12592515,24.25840829,24.12592515,24.06166247,23.93752989,24.41738305,24.56448727,24.33419385,24.41262322,24.72724114
Q86Y39,22.19800097,22.2544473,22.20930147,22.25414772,22.29153016,22.07404164,22.0521254,22.15514001,21.93955801,22.02855206
Q9HAU5,21.47423268,21.54590963,21.50573061,21.42370656,21.25766241,21.63565016,21.75697245,21.69665851,21.69717665,21.83937354
Q13895,21.7292183,21.88263253,21.8100745,21.74951974,21.71073511,21.93955801,22.04274731,21.92421265,21.96952897,22.1083087
Q9Y2Z4,19.39006243,19.53104465,19.53309416,19.39280608,19.28795634,19.7246745,19.77138724,19.74887695,19.61358827,19.82607011
P22830,24.20958305,24.3360474,24.2802282,24.24076181,24.19717416,24.39632068,24.49715286,24.42125511,24.3676564,24.5288879
Q9BUP0,20.64679936,20.53817031,20.59232297,20.64015591,20.64604613,20.46209612,20.40896854,20.51014484,20.4338541,20.34367943
P30043,25.29462448,25.41109033,25.29238113,25.30633902,25.17766759,25.53899261,25.5262264,25.47618193,25.50401155,25.52444567
O43567,20.09337891,20.01881999,19.93273781,19.95762445,20.03216126,19.90898627,19.80869305,19.78782671,19.77785486,19.76958729
O00139,22.01384761,22.08652553,22.00438376,21.86268039,21.9123969,22.2113696,22.34267569,22.2113696,22.22684529,22.51193448
P62888,23.07486875,23.33605045,23.20626718,22.94388621,22.83107661,23.55703857,23.71249316,23.48749444,23.50863542,23.81247659
Q14498,22.70308109,22.8209289,22.73908588,22.59740814,22.54658617,22.9712946,23.03606463,22.86758963,22.97390482,23.21521062
P12277,25.67070837,25.79558326,25.73987213,25.62309966,25.54955658,25.90117839,25.98217242,25.84684886,25.86449988,25.99239993
Q16611,21.56414149,21.43256536,21.49748363,21.54590963,21.6681151,21.27247312,21.32897613,21.39843466,21.35781303,21.28393283
O60506,19.97472707,19.9615307,19.69937389,19.61685999,19.36240108,20.22785906,20.34109158,20.09667635,20.36612592,20.6255069
P41214,20.64302585,20.76249451,20.78072084,20.64302585,20.56279126,20.89970768,20.98467557,20.88213592,20.87472716,21.10614504
P46779,24.11887853,24.37563423,24.05064879,23.7044796,23.70014323,24.57979861,24.92241027,24.53777126,24.50624425,25.07178273
P09651,25.98000566,26.04546226,25.95908127,25.84371362,25.7861554,26.15584848,26.30802231,26.11789847,26.17859483,26.37674242
Q9Y3U8,24.47867594,24.64401493,24.49533422,24.24883784,24.2802282,24.64875556,24.95346075,24.85277828,24.93082587,25.21826887
P53007,23.24186908,23.45447134,23.40944328,23.30971404,23.13540706,23.56424225,23.69446083,23.54085315,23.5664342,23.7420638
P62263,23.83773255,24.06166247,23.90044265,23.7380487,23.60506052,24.20562254,24.41932375,24.11991308,24.19552392,24.52401915
Q5VVQ6,22.72616304,22.62490024,22.56803738,22.53902938,22.56387691,22.89689872,22.96948295,22.71607098,22.8028938,23.02694829
O75127,16.80814356,16.87553339,16.8319409,16.69652026,16.54837307,16.99525744,17.30152775,17.17637759,17.12498994,17.25042304
O43390,22.23480612,22.55877484,22.48974353,22.13328011,22.10420434,22.71419715,22.85920453,22.78176192,22.58168699,23.00731273
P54852,21.93691768,21.81744517,21.76136549,21.82220424,21.80756576,21.66928375,21.69328131,21.65363984,21.66066549,21.53537174
Q9H9A7,19.60960719,19.50696412,19.57197882,19.5391304,19.47894839,19.36373381,19.37633335,19.41764085,19.20897796,19.25685261
Q92974,23.46916341,23.54858204,23.63213159,23.48574009,23.43787744,23.73057725,23.74624932,23.69446083,23.67466201,23.90284833
Q52LJ0,20.9439199,21.07607231,20.96822394,20.8427375,20.85184939,21.17510602,21.30771926,21.10818672,21.1644286,21.41151762
P82675,20.42318539,20.84357247,20.67923825,20.32349871,20.35848541,20.97180207,21.22751354,20.98311495,21.0535161,21.42055362
Q86VU5,19.48105834,19.57197882,19.47771992,19.55750888,19.46983893,19.6222989,19.8070984,19.65783513,19.73711142,19.81158705
P18074,20.10519022,20.1468826,20.10858767,20.03321588,19.97141863,20.28838548,20.34681012,20.22934643,20.233401,20.47464472
P33121,21.70201515,21.7585811,21.69665851,21.70604873,21.57538894,21.89459774,21.91916686,21.78677128,21.86268039,22.00203985
Q9BQG0,22.14319243,22.27605637,22.18446064,21.94606872,21.94295834,22.40400805,22.6765154,22.41017125,22.48013404,22.82522726
