Uniprot.ID,V_log2.i._TMT_1,V_log2.i._TMT_3,V_log2.i._TMT_5,V_log2.i._TMT_7,V_log2.i._TMT_9,D_log2.i._TMT_2,D_log2.i._TMT_4,D_log2.i._TMT_6,D_log2.i._TMT_8,D_log2.i._TMT_10
Q96JN0,18.98016667,18.86211235,19.12017148,19.09380779,18.99847961,18.93715696,18.70454847,18.93715696,18.89092749,18.86758864
Q53FZ2,20.32730852,20.38492451,20.32248052,20.24947123,20.30236694,20.46804749,20.49970493,20.39398491,20.30711254,20.49424048
Q96H22,17.87002065,17.93906072,18.03198609,17.84411652,17.78399247,18.15438249,18.06967574,17.94323599,17.95452499,18.14024131
Q9BZF3,18.52439585,18.38983646,18.46968393,18.38489804,18.31920933,18.57695206,18.7473844,18.41341963,18.53616686,18.62146185
Q96FJ2,23.77312921,23.97351705,23.80554252,23.76344968,23.7044796,23.94812684,24.07565472,23.96931506,23.87405453,24.04543732
O60678,21.9949725,22.24404412,22.2080658,22.04274731,21.91381223,22.27232767,22.37339958,22.23135517,22.15267795,22.33087263
O15037,15.42343984,15.36838411,15.36838411,15.42343984,15.19362166,15.79917975,15.5668211,15.32546124,15.62232801,15.74230591
Q15274,25.30931753,25.28577127,25.53035161,25.5425185,25.39779886,25.30931753,25.12053875,25.36088082,25.34477167,25.22611428
Q16795,19.96516972,20.17312625,19.9146822,19.91042818,19.71641583,20.11713442,20.23566806,20.06755389,20.04293486,20.1685573
Q9NWV4,25.7861554,25.75920307,25.76685017,25.71412213,25.75727429,25.62683392,25.60481733,25.63417017,25.61537195,25.57860501
Q32MZ4,26.47844475,26.47844475,26.52712069,26.50222465,26.53060747,26.39869268,26.3555569,26.40424327,26.39575864,26.32052106
Q9P2T1,24.45812796,24.45020436,24.46544478,24.52401915,24.50060875,24.35046011,24.33754859,24.32518448,24.36154548,24.29626526
O15400,23.90284833,23.89079948,23.82198457,23.83773255,23.90834417,23.7282033,23.70649181,23.73289675,23.74363855,23.77141829
Q13496,22.17349582,22.14436463,22.15087727,22.17908662,22.16172078,22.07777749,22.02335959,22.04892764,22.03788344,21.9730099
O95684,23.41436711,23.3908459,23.40066437,23.45000532,23.42314106,23.31696808,23.23313469,23.30829347,23.30971404,23.26591418
Q9H3K2,26.46635734,26.40424327,26.4499473,26.43529539,26.44074949,26.36704092,26.26051107,26.32386921,26.34570468,26.28166498
Q9H814,24.37563423,24.35933358,24.4149664,24.38715228,24.40520015,24.298269,24.24076181,24.25141605,24.28306731,24.17445818
P14317,25.14114992,25.06719838,25.11588449,25.1220833,25.10453146,25.01105699,24.96535057,24.97401183,25.02565328,24.94233225
P30566,27.32531934,27.31949381,27.33133991,27.36970249,27.35161895,27.25101643,27.16636569,27.26370066,27.19348839,27.13758627
P52907,25.59506654,25.62683392,25.65807481,25.67353962,25.68845924,25.50401155,25.53899261,25.5564824,25.52444567,25.49767623
P15151,21.64223086,21.64842155,21.58799592,21.66222781,21.65834024,21.51839302,21.51148778,21.52095373,21.54122748,21.44797562
P42765,25.10516634,25.08257542,25.15832791,25.15352917,25.15603042,25.05418,24.97827684,25.01441542,25.01105699,24.96172227
Q04637,27.491847,27.56959907,27.53394645,27.4873429,27.42618296,27.65480511,27.66533374,27.58452548,27.61138714,27.66533374
O15498,25.48773773,25.49336248,25.5020217,25.52843377,25.56965827,25.42719013,25.38386133,25.42719013,25.39779886,25.32506431
Q9Y2H0,23.41963169,23.37754987,23.41309387,23.44772755,23.43693857,23.33605045,23.24370776,23.30345785,23.31696808,23.24186908
P20290,26.52712069,26.51667542,26.53406159,26.50545968,26.52515478,26.42413338,26.41203521,26.44074949,26.42840253,26.31379242
Q9ULC4,25.40040345,25.38386133,25.40358462,25.38008215,25.39383699,25.28577127,25.27418369,25.34477167,25.28577127,25.23632475
P61026,26.93505028,26.93893055,26.96407052,26.92492395,26.93893055,26.88912288,26.83306198,26.80924969,26.84806112,26.75261886
P54687,26.62374898,26.57483756,26.56275819,26.62374898,26.59365169,26.52515478,26.51348763,26.48939201,26.49581104,26.43246822
O00193,26.63162203,26.67472454,26.69309745,26.66756842,26.74883882,26.55713058,26.53936384,26.5813419,26.61285973,26.56760086
Q8IZ73,24.80852535,24.78818306,24.77811368,24.79961034,24.8491281,24.68006113,24.72319892,24.72465469,24.69781578,24.64035534
Q9NPJ6,22.90582179,22.91498526,22.97637003,22.95817056,22.97901464,22.86641774,22.83433838,22.81031715,22.80639355,22.78787138
P49407,24.28842716,24.25481856,24.25336736,24.28655272,24.28413298,24.20958305,24.18079124,24.18939474,24.14875252,24.14163318
O75223,26.42012196,26.42012196,26.43529539,26.39287269,26.49581104,26.32052106,26.33119066,26.37352439,26.28869432,26.28477069
P15586,25.14334217,25.05651626,25.11109129,25.09111385,25.10240013,25.00931553,24.99182284,25.00931553,24.99438403,24.90964443
Q08257,25.98921661,25.95908127,25.98664885,25.98000566,25.97534249,25.90541843,25.86263375,25.89746166,25.90541843,25.85577064
Q9NZ32,23.16950246,23.16090233,23.16679699,23.14934247,23.18243568,23.09638999,23.02694829,23.08005299,23.02581377,22.95560017
Q01105,29.81365892,29.83122529,29.88577312,29.86711832,29.83122529,29.78771647,29.78771647,29.73452129,29.71707996,29.67939397
Q96GX2,22.19493624,22.15754872,22.17908662,22.2455239,22.2504137,22.07249783,22.0497286,22.1147676,22.1030384,22.03504761
Q07817,23.15697664,23.08005299,23.08223169,23.15331218,23.09638999,23.0442204,22.97901464,22.95660405,23.00551087,22.95335018
Q6P1N9,23.78207172,23.77966146,23.81247659,23.80796494,23.8349093,23.7109899,23.62266133,23.7282033,23.69783924,23.61844297
P62877,24.71514282,24.65036442,24.68006113,24.73598985,24.75752256,24.6010313,24.59076853,24.59076853,24.58689459,24.6053417
P16083,25.5020217,25.50029451,25.46118113,25.52284196,25.55977664,25.44160874,25.34477167,25.40830313,25.39383699,25.32300055
Q13685,24.59324957,24.63894925,24.56448727,24.6053417,24.65259756,24.49908749,24.4567658,24.52510509,24.50390336,24.41738305
P52594,24.32371823,24.29528927,24.31381203,24.3327403,24.39138629,24.22586685,24.20562254,24.23058218,24.19073174,24.11586656
P49366,24.2654711,24.23545989,24.20806001,24.30307228,24.24238186,24.13725706,24.12304909,24.14264582,24.15993706,24.06639961
Q07955,25.4394329,25.44052082,25.46574118,25.43579518,25.4132854,25.56625308,25.53524197,25.49767623,25.53327528,25.59506654
Q9NRN9,24.39369313,24.31950868,24.36154548,24.40520015,24.41738305,24.25612597,24.2464103,24.2686489,24.31210574,24.19860388
Q5SW79,25.46574118,25.42719013,25.47378244,25.47881535,25.48418989,25.40830313,25.34121719,25.37094333,25.38621663,25.32672129
Q9BW91,24.48348175,24.45980156,24.45980156,24.47523918,24.47322738,24.3858509,24.33983092,24.32755574,24.36376755,24.27264074
P82094,24.85785128,24.83395005,24.86632341,24.86554574,24.88835717,24.77811368,24.73457564,24.79143652,24.74320117,24.67679955
Q6JBY9,25.49767623,25.43031134,25.4494939,25.45201705,25.51016602,25.39237157,25.31093352,25.34712886,25.37094333,25.34121719
Q9BQ61,24.75752256,24.68270263,24.72583351,24.6884034,24.79490178,24.61307787,24.56118166,24.60774538,24.63485112,24.53033831
O43399,26.73724081,26.74255713,26.74255713,26.76583522,26.72407441,26.68810233,26.64253067,26.64924247,26.67472454,26.58574323
Q9NXG2,27.121845,27.14781987,27.11669931,27.13758627,27.14781987,27.08057016,27.03816827,27.04370111,27.06446466,26.99017506
Q2TAL8,22.17205661,22.15087727,22.17349582,22.19493624,22.13573311,22.064795,22.03604132,22.08816889,22.06036011,21.95422489
Q9UHR4,24.34576273,24.29997273,24.33419385,24.33110034,24.34116548,24.2464103,24.20117738,24.24076181,24.26381097,24.15461023
Q9BYT8,25.7945324,25.80219624,25.76991105,25.8119034,25.80936359,25.71257418,25.71520321,25.71257418,25.72982429,25.63687589
Q5TDH0,25.77237703,25.71189073,25.78324966,25.76278338,25.79558326,25.69239326,25.62504693,25.64525476,25.68845924,25.56397864
Q8NC96,23.79441265,23.75470873,23.75622591,23.80690609,23.79189266,23.70014323,23.67966737,23.68867395,23.6927286,23.66282385
O14618,24.59076853,24.52401915,24.57250893,24.57614133,24.58286081,24.4638006,24.42235776,24.44183014,24.50800169,24.39138629
Q8NBM8,21.91850332,21.87177997,21.77785124,21.8925045,21.878232,21.76411777,21.7292183,21.76025523,21.7505728,21.68182481
Q8N7H5,23.04747387,23.15331218,23.12162995,23.07671909,23.00294403,23.22646515,23.2025496,23.21521062,23.17686174,23.25133945
Q13442,27.06446466,27.121845,27.10266813,27.11136215,27.10266813,27.0107291,26.99700111,27.02030377,27.00171943,26.87322967
O75208,22.86641774,22.81227109,22.8194098,22.83839345,22.88486397,22.77331352,22.70884575,22.74768454,22.75280375,22.67425781
P49023,24.16898919,24.08490226,24.1063934,24.13243027,24.18410944,24.0533993,23.98042454,24.02313701,24.03010451,23.97123713
Q9BZI7,21.39001991,21.46899355,21.398938,21.43530563,21.4499504,21.58460556,21.53124584,21.5041649,21.52368953,21.58531822
P04183,27.08740375,27.09184095,27.06984787,27.06446466,27.15432261,27.03060715,26.96407052,27.00819799,27.0107291,26.92823569
Q9ULJ6,23.34568196,23.38256406,23.35954301,23.42054887,23.43177353,23.31487301,23.27713524,23.28410134,23.25312196,23.21803923
P53367,23.21803923,23.21231776,23.21873211,23.2807095,23.22393671,23.15331218,23.09887622,23.15331218,23.11252589,23.0329333
O14841,21.94438724,21.98067819,21.9949725,21.98693857,21.88357198,22.10054389,22.09378341,22.06778418,22.02855206,22.1497064
Q06265,25.40358462,25.39035264,25.35780079,25.4246036,25.41603691,25.33650988,25.23463906,25.32935045,25.29462448,25.2430598
P59998,25.09111385,24.99524913,25.01105699,25.06620922,25.09937164,24.93528179,24.89629073,24.92241027,24.95848622,24.92926917
O96000,22.09267126,22.13684211,22.14900837,22.08024161,22.01128548,22.23892376,22.24282055,22.21410486,22.22108293,22.29296966
Q92692,24.79143652,24.76386311,24.79275456,24.83842707,24.81479884,24.73598985,24.5622399,24.70215881,24.64518779,24.67231739
Q8IVM0,25.17766759,25.10900895,25.16144951,25.15832791,25.2430598,25.04366242,25.02123725,25.04009098,25.07381658,24.97401183
Q96EK6,22.97637003,22.95007502,22.96585508,23.01446393,23.03545737,22.85920453,22.87578878,22.93719317,22.87253979,22.83321219
P61018,22.40506847,22.38574268,22.3922342,22.39910558,22.46289135,22.26633608,22.25928091,22.35820958,22.23892376,22.19988356
P51149,26.91103799,26.86472147,26.82876202,26.88912288,26.89724135,26.74883882,26.77462641,26.78706109,26.82876202,26.7213535
P01111,24.2686489,24.20358293,24.16783079,24.24484477,24.25912855,24.12155641,24.09487342,24.11344969,24.12901578,23.98820602
O43852,28.09685209,28.06390004,28.08999394,28.0722388,28.08999394,28.03766751,27.99966488,27.99966488,28.03766751,28.0273954
Q8N9F7,23.68358196,23.66962018,23.65017603,23.74363855,23.75470873,23.59842314,23.55298479,23.61700724,23.57400799,23.50297171
Q969U7,25.63044887,25.59183811,25.61835792,25.6824981,25.6762288,25.51111501,25.49336248,25.57331978,25.56965827,25.46883397
Q9Y376,26.93893055,26.89352041,26.86788047,26.91287913,26.91103799,26.81453931,26.85432749,26.82489823,26.81453931,26.78706109
O60315,20.69119293,20.60850394,20.64387498,20.68749373,20.68749373,20.51119627,20.51614957,20.59232297,20.55963425,20.49970493
Q9C0I1,23.73289675,23.69600853,23.7403632,23.75546732,23.78426319,23.63569202,23.6288131,23.6927286,23.60919876,23.5800844
Q96IZ7,23.2025496,23.16679699,23.24074848,23.24698141,23.21231776,23.14846866,23.073172,23.10521149,23.10150424,22.99135911
P11216,22.77944487,22.72616304,22.74356233,22.77457747,22.80722922,22.68956904,22.63900673,22.67305969,22.66754232,22.67134384
O95619,22.39099078,22.39590606,22.34518221,22.36534953,22.33295556,22.28807051,22.2681321,22.28518366,22.21303318,22.17349582
P40227,29.78771647,29.86711832,29.83122529,29.78771647,29.73452129,29.96291465,29.93846093,29.88577312,29.86711832,29.90370845
Q92783,25.12805682,25.15603042,25.16541086,25.17766759,25.14656915,25.06140841,25.03328671,25.08922402,25.05915448,24.93528179
P32929,26.71714096,26.757282,26.70171491,26.75261886,26.757282,26.61786403,26.66411464,26.62625629,26.6557274,26.54581077
Q15506,21.14835561,21.04109134,21.12893638,21.12893638,21.15100949,21.00989562,20.92909647,21.00860726,20.97076615,20.93824787
Q04726,23.97034992,23.99009077,23.97828828,24.00601599,24.02313701,23.92095481,23.88319175,23.9126365,23.88429307,23.82943858
O14657,20.59016962,20.66329398,20.54730145,20.5457305,20.54058996,20.74375466,20.69119293,20.66824825,20.68554799,20.74902659
Q9Y508,24.72583351,24.73999069,24.73598985,24.73999069,24.78237492,24.65823759,24.62943659,24.69131632,24.65036442,24.56709574
Q69YQ0,20.59232297,20.54131973,20.64810002,20.660484,20.64387498,20.52061623,20.47127902,20.49424048,20.50226499,20.40896854
Q9BVL2,24.88054311,24.83155827,24.84019976,24.85605855,24.93218083,24.73999069,24.65036442,24.76815995,24.77538663,24.69907022
Q641Q2,24.89880642,24.88706036,24.93384094,24.93528179,24.93795262,24.82438573,24.77811368,24.87041265,24.83842707,24.76128023
Q86VS8,23.54813301,23.55298479,23.57906563,23.59222549,23.57906563,23.46691954,23.42706617,23.51170209,23.48190794,23.39637943
P29218,25.50774721,25.51111501,25.47165612,25.50029451,25.5540583,25.4132854,25.34951852,25.45839303,25.41849423,25.33521863
Q9NRY5,24.38715228,24.3676564,24.40291255,24.39369313,24.35244101,24.29626526,24.30307228,24.29997273,24.29311456,24.20358293
P00915,25.31878119,25.30931753,25.32672129,25.3513111,25.35308427,25.25097777,25.22231842,25.27418369,25.21826887,25.13868328
Q9NTX5,23.94327494,23.90044265,23.92384818,24.01495073,23.9721688,23.8802293,23.80349544,23.85181132,23.84089262,23.77604375
A4D1P6,22.16330531,22.16330531,22.11784926,22.1668856,22.15412293,22.07103424,22.07578667,22.064795,22.07249783,22.00360985
Q9BQY4,23.88615895,23.81865857,23.8783324,23.85573694,23.90650503,23.73953172,23.70976543,23.81060162,23.78135784,23.71726466
Q71DI3,26.53595463,26.60960455,26.61285973,26.47329506,26.47329506,26.67832511,26.69309745,26.62374898,26.67202391,26.70171491
P78371,29.67939397,29.73452129,29.73452129,29.71707996,29.60424723,29.83122529,29.85165387,29.76105118,29.76105118,29.85165387
Q9Y624,24.62577699,24.52158712,24.51038459,24.59836192,24.63485112,24.47011477,24.42908804,24.48157899,24.44895394,24.38914358
Q96I15,23.05075295,22.99475815,23.02135695,23.05664805,23.05326967,23.00294403,22.87817788,22.92589438,22.89898252,22.86079504
P53634,24.52158712,24.50624425,24.4316762,24.49124162,24.51966793,24.42235776,24.3858509,24.39632068,24.36933288,24.27775767
O96008,25.06365666,25.05418,25.03829238,25.08667542,25.07381658,24.97827684,24.97175279,25.02565328,24.95709807,24.94371343
Q15545,23.92384818,23.90432818,23.91022118,23.93752989,23.94525957,23.86360109,23.81926943,23.86841561,23.80963631,23.7924775
Q9UMZ2,23.59222549,23.54858204,23.57567714,23.58337313,23.61700724,23.49892054,23.4285163,23.51934594,23.48450967,23.40066437
P34896,25.40830313,25.39237157,25.37094333,25.41849423,25.43579518,25.3513111,25.298935,25.30064383,25.30064383,25.25254209
O00267,24.86155986,24.91439744,24.88706036,24.86155986,24.79770324,24.97031814,25.04248374,24.95549909,24.9488989,25.02701345
Q9UKD1,23.10397294,23.14075102,23.11832101,23.17847399,23.13905673,23.08223169,23.03116906,23.0442204,22.95817056,22.94193009
Q9BRA2,25.80219624,25.79798186,25.77986445,25.85877321,25.85371962,25.70473199,25.70749411,25.69965642,25.76685017,25.60481733
Q9BVW5,23.05186392,22.99704972,23.06588537,23.07864922,23.10965064,22.96948295,22.88188385,22.98407816,22.96217242,22.86758963
Q8NFH4,24.55667316,24.44633372,24.47867594,24.51966793,24.50800169,24.43743985,24.37888057,24.4094565,24.39138629,24.38425943
Q8N573,23.40797105,23.37141502,23.39305954,23.47017595,23.41436711,23.33023605,23.26402068,23.3529008,23.27977009,23.22393671
Q9H3K6,26.00905336,25.9446513,25.94146302,25.92921345,25.98000566,25.87311417,25.8148429,25.88343572,25.88787869,25.7945324
Q13112,23.77141829,23.74986606,23.76207931,23.77141829,23.79923307,23.69119765,23.68975152,23.68512053,23.66532794,23.64921868
Q9UGI8,26.84806112,26.84091073,26.8594246,26.8768128,26.83459989,26.82489823,26.74255713,26.78370748,26.75261886,26.72407441
Q9Y512,24.84137105,24.82438573,24.83155827,24.85166879,24.90618212,24.77011003,24.72160241,24.79961034,24.75374829,24.72160241
Q8TBB5,22.75565685,22.68691364,22.63624592,22.75832291,22.72946489,22.62925859,22.61189272,22.60954238,22.54561649,22.5778122
Q9UFN0,24.07842882,24.09487342,24.05633118,24.12730664,24.14577881,24.03226012,23.96609073,24.03010451,23.98566322,23.92621541
Q9BTY2,23.98417511,23.93042841,23.95541988,23.99880645,23.98042454,23.90044265,23.86984202,23.90975571,23.83773255,23.81640357
P61289,27.14781987,27.10773648,27.17689679,27.121845,27.15814809,27.0503606,27.0107291,27.11136215,27.0503606,26.98068344
Q9HB40,21.54122748,21.53537174,21.48460305,21.54385849,21.57145974,21.42524749,21.38137165,21.41828842,21.40034254,21.43663924
P04424,25.20284911,25.16396886,25.18867729,25.20789923,25.20885796,25.12053875,25.10389659,25.1329,25.08922402,25.00241193
P23528,29.90370845,29.90370845,29.90370845,29.88577312,29.88577312,29.85165387,29.83122529,29.85165387,29.73452129,29.78771647
Q14192,23.20396702,23.16410538,23.20207288,23.20052857,23.24764928,23.08474921,23.03826005,23.14286678,23.04622579,22.98500842
Q07960,25.34619019,25.31573385,25.33352607,25.32068667,25.37094333,25.27418369,25.23200376,25.26886261,25.25522144,25.17525444
P07237,29.73452129,29.67939397,29.76105118,29.67939397,29.71707996,29.67939397,29.60424723,29.62376102,29.64944089,29.59082053
P35612,25.33352607,25.33650988,25.36322446,25.34121719,25.30633902,25.26606876,25.25254209,25.26756256,25.24966732,25.16144951
Q9UBE0,27.16998405,27.17689679,27.19348839,27.19504362,27.18916726,27.13758627,27.10773648,27.14338918,27.11669931,27.0986841
P09104,23.84633405,23.74363855,23.826787,23.84633405,23.8526877,23.74624932,23.68220552,23.70014323,23.73402219,23.68867395
O43583,25.41603691,25.40830313,25.43031134,25.49767623,25.40040345,25.36088082,25.32300055,25.34619019,25.34297746,25.27074948
Q9H3P2,22.67503447,22.65413151,22.68044297,22.60043125,22.68526001,22.56098634,22.57878681,22.55664548,22.54784675,22.47666078
Q96GK7,25.09709354,25.08470415,25.11867975,25.16789818,25.15047121,25.0302816,24.94672741,25.05651626,25.02870945,24.90800558
O75381,24.94233225,24.94233225,24.93082587,24.98630912,24.96535057,24.88319399,24.85420107,24.82970735,24.89880642,24.79275456
P08962,24.31766311,24.25336736,24.3360474,24.33754859,24.31766311,24.2686489,24.15897377,24.20226808,24.1776413,24.20462023
P49458,25.61537195,25.56965827,25.5203693,25.54955658,25.5564824,25.4394329,25.45297257,25.50501675,25.49336248,25.38621663
Q9Y4X5,25.44594482,25.44468078,25.46883397,25.48238039,25.50774721,25.41109033,25.36322446,25.39035264,25.3546083,25.26150793
Q9NSI8,24.92765524,24.90056508,24.93795262,24.92926917,24.95192324,24.85420107,24.87868575,24.83395005,24.84137105,24.77811368
Q15024,25.37718542,25.36816542,25.36088082,25.4394329,25.38008215,25.31093352,25.2430598,25.33125939,25.28011075,25.25097777
Q9BX66,22.69219284,22.60954238,22.66810403,22.70884575,22.75832291,22.58502521,22.55506964,22.60088733,22.56501672,22.523098
P78540,23.93408754,23.91376671,23.89405164,23.90044265,23.97034992,23.79819715,23.8469653,23.82198457,23.8526877,23.80690609
Q13907,24.59483762,24.57088765,24.57409906,24.58178418,24.63303791,24.45465961,24.48938653,24.54953983,24.49908749,24.48348175
P22234,29.83122529,29.81365892,29.81365892,29.85165387,29.81365892,29.76105118,29.76105118,29.71707996,29.78771647,29.76105118
Q9H0X4,22.62490024,22.64403079,22.6013434,22.65811623,22.65958478,22.51193448,22.54023211,22.5674929,22.56387691,22.47802436
P30101,27.18474577,27.23789779,27.21226062,27.15432261,27.12933393,27.34518966,27.33851774,27.25101643,27.31373216,27.35465515
Q6UN15,24.72465469,24.66381661,24.72724114,24.6837554,24.72319892,24.64720465,24.57088765,24.59483762,24.62577699,24.49418531
Q9UNW1,25.01867582,24.97401183,25.0127722,25.02701345,25.04724917,24.90485573,24.87177265,24.93795262,24.89436354,24.85166879
P52566,23.34786751,23.33313698,23.3391843,23.37754987,23.36576761,23.27713524,23.30010892,23.26402068,23.2127578,23.2025496
O95429,23.62328534,23.61959028,23.62328534,23.61446502,23.62297334,23.51934594,23.52254295,23.55175335,23.51592208,23.37754987
Q99856,23.78601582,23.81060162,23.80690609,23.77060537,23.69939127,23.87133002,23.89405164,23.87405453,23.85945234,23.90650503
Q16881,27.59185171,27.61138714,27.61561522,27.64430834,27.64430834,27.56507217,27.56959907,27.56959907,27.55486031,27.52873281
Q15788,21.55045328,21.51320514,21.53344396,21.58655256,21.5655616,21.50975164,21.42370656,21.4519517,21.42370656,21.41663139
O95376,23.56758705,23.49204494,23.53402467,23.56329343,23.59500517,23.47981256,23.43693857,23.43921707,23.46561712,23.41878636
P63098,24.30921428,24.29311456,24.25840829,24.31081831,24.38031867,24.19717416,24.13190664,24.21184848,24.24484477,24.0812576
Q3T8J9,19.53568973,19.43935472,19.49959002,19.54332676,19.58499273,19.39006243,19.4143756,19.39166235,19.34672283,19.41028863
P55145,24.98040281,24.91931987,24.92765524,24.89436354,25.0127722,24.80087008,24.81479884,24.88054311,24.85875251,24.77447497
Q9BY32,25.02565328,25.01441542,24.97401183,25.06140841,25.10453146,24.9262759,24.86710108,24.95053627,24.91931987,24.80731473
Q15293,22.68273291,22.63183807,22.6481304,22.64403079,22.71726486,22.58726667,22.48758414,22.56993303,22.56803738,22.42316309
Q86V88,21.79551567,21.7292183,21.74775271,21.78744492,21.82339198,21.60573486,21.6210543,21.71073511,21.6925175,21.62388298
O60568,24.23602893,24.23245113,24.22146831,24.19777826,24.21184848,24.31210574,24.3360474,24.27775767,24.31950868,24.45465961
P00492,26.97056174,26.96407052,26.91103799,26.97056174,26.98659419,26.85432749,26.82489823,26.86788047,26.91655853,26.78370748
Q9H7N4,21.236921,21.17339997,21.14395776,21.15029298,21.16225749,21.26159318,21.31446589,21.21979754,21.31720085,21.35931895
O94888,24.97401183,24.88319399,24.93528179,24.97175279,24.95053627,24.8766261,24.82438573,24.87520647,24.84716423,24.79961034
Q8WW12,26.14489511,26.17179287,26.2487748,26.14489511,26.18070242,26.12886329,26.0689616,26.08561471,26.07169153,26.00176015
Q13287,24.74320117,24.70446062,24.72240067,24.78237492,24.80852535,24.67818203,24.6203578,24.65598118,24.59836192,24.6010313
P52888,26.67832511,26.70567648,26.68810233,26.70171491,26.66756842,26.63619281,26.59668875,26.60594036,26.6032765,26.50222465
Q9BW04,23.09002275,23.04009979,23.04968872,23.06893686,23.15792705,22.92033741,22.93842881,23.00907049,22.9712946,22.89490264
Q9NVM9,22.6990172,22.77586202,22.73052883,22.67898522,22.67503447,22.8028938,22.86836622,22.79552231,22.77791211,22.86836622
O75629,23.74986606,23.59500517,23.59842314,23.66151438,23.63985875,23.57049643,23.45956522,23.55400362,23.50395914,23.47288558
Q14696,25.19728716,25.15047121,25.16789818,25.20100572,25.24835687,25.13187562,25.06620922,25.09111385,25.10240013,24.97031814
Q6PII3,23.38565168,23.36837753,23.41074029,23.33221227,23.38697521,23.29321951,23.25987539,23.29716485,23.25987539,23.12611417
Q8IZA0,22.29447369,22.20930147,22.27043606,22.28645029,22.25474689,22.18201483,22.17908662,22.13977547,22.14623914,22.09028373
Q13561,26.71150415,26.68384762,26.70960645,26.71352405,26.72750582,26.63943543,26.57058429,26.66756842,26.61528632,26.58405241
Q96PZ0,26.04392509,26.04392509,26.02692585,26.04874421,26.04678712,25.99795743,25.98000566,25.95908127,25.94786298,25.87311417
Q15149,26.83613779,26.81453931,26.8517761,26.84806112,26.81862796,26.93893055,26.90245575,26.88052492,26.89724135,27.00171943
P46108,24.16425199,24.1091372,24.12901578,24.13981803,24.16898919,24.06166247,24.0304984,24.0584647,24.04114368,24.01972624
P37235,25.94305716,25.89746166,25.90117839,25.93366706,25.99528457,25.87692149,25.76991105,25.84997798,25.85577064,25.74982192
O75459,24.81479884,24.77811368,24.87355598,24.82043759,24.96172227,24.72465469,24.69131632,24.77011003,24.72160241,24.66932854
Q96BN8,21.57897988,21.63267027,21.63267027,21.60450134,21.48565702,21.74775271,21.68485457,21.65834024,21.7157767,21.76977048
P04080,26.61285973,26.5813419,26.50222465,26.51348763,26.61972708,26.44498185,26.40664805,26.44498185,26.50545968,26.38163904
Q9UJA5,23.13259948,23.13259948,23.14694805,23.13259948,23.16187056,23.07003561,23.08005299,23.07671909,23.04968872,23.0104805
Q96HY6,24.27722175,24.25612597,24.30307228,24.36933288,24.33983092,24.24076181,24.11063424,24.20958305,24.20358293,24.09084487
O75496,22.52480449,22.40400805,22.48107994,22.430145,22.47802436,22.3387436,22.42009824,22.3387436,22.33295556,22.26084394
Q7L523,22.83107661,22.86758963,22.82176769,22.87253979,22.86079504,22.70416534,22.74768454,22.80639355,22.73321317,22.63751889
Q99808,22.49970977,22.50715954,22.48193809,22.5004361,22.48013404,22.41505962,22.33595881,22.46449064,22.36375469,22.38117698
Q8N806,24.93218083,24.94064342,24.94064342,24.91598964,24.95549909,24.87355598,24.83232242,24.88492385,24.85875251,24.76386311
Q9NVA1,20.96712165,20.90110191,20.96351608,20.95855845,20.96095412,20.85041468,20.85556853,20.87127095,20.84895888,20.75284262
P17544,21.63967998,21.56933177,21.55295728,21.5806306,21.58894369,21.4676617,21.49748363,21.51460163,21.47423268,21.47665777
Q92734,26.65302883,26.61528632,26.61786403,26.6557274,26.66205475,26.58574323,26.53060747,26.54581077,26.59668875,26.54769026
Q15019,25.98664885,25.95436244,26.01408006,25.99528457,26.00671991,25.93904018,25.90541843,25.93904018,25.87053489,25.82458935
P53814,21.29546804,21.21696187,21.2627621,21.27568789,21.34191626,21.19670579,21.12580696,21.14395776,21.21905098,21.07429112
Q5M775,22.56626193,22.62614922,22.65413151,22.5899394,22.70160569,22.51747308,22.47430376,22.53021031,22.53432134,22.42191504
Q9NV56,22.28518366,22.25120968,22.29210023,22.34944443,22.25614845,22.1668856,22.19042414,22.24822547,22.15939203,22.11973816
Q9ULT8,20.75970952,20.71649087,20.79283517,20.87579738,20.78661942,20.93140633,20.89970768,20.88044415,20.96226269,20.9235041
Q9NYB0,25.09937164,25.00931553,25.08922402,25.0698407,25.1220833,25.00241193,24.94064342,25.00241193,24.98630912,24.87868575
P62491,19.63249253,19.59969733,19.67834835,19.64861012,19.67834835,19.52672016,19.49959002,19.58838384,19.49322124,19.45821069
Q96NB3,22.49638772,22.44477268,22.46696109,22.4536604,22.52189341,22.41367903,22.31535206,22.35945034,22.37779005,22.27919091
Q86WP2,20.45649624,20.45867818,20.51119627,20.46415237,20.4729915,20.43621953,20.25574159,20.3706767,20.35490415,20.32584385
O15382,25.65353023,25.57331978,25.56965827,25.62504693,25.65807481,25.50029451,25.50501675,25.5262264,25.53899261,25.4246036
Q5T6F2,25.25290432,25.26150793,25.27779757,25.2897118,25.28577127,25.21206458,25.11387082,25.16541086,25.20363163,25.02565328
Q14116,23.11252589,23.14846866,23.16800909,23.16800909,23.20820549,23.03667189,23.02888322,23.0855957,23.08005299,22.99704972
Q6IAA8,23.97613437,23.98348036,23.93838762,24.00992375,24.04710647,23.85803906,23.82198457,23.92384818,23.93254884,23.7680523
